Geography,Household_Type,Total_Households,Owner_Households,Renter_Households,Year
St.John's,One-family households,46125.0,34445.0,11685.0,1996
St.John's,Couple family households with children,25875.0,21655.0,4215.0,1996
St.John's,Couple family households without children,12545.0,9175.0,3365.0,1996
St.John's,One-parent family households,7705.0,3605.0,4095.0,1996
St.John's,Multiple-family households,730.0,645.0,85.0,1996
St.John's,Non-family households3,13440.0,5585.0,7855.0,1996
St.John's,One-person households,10305.0,4270.0,6040.0,1996
St.John's,Two-or-more-person non-family households,3135.0,1320.0,1810.0,1996
Halifax,Total - Household type,127485.0,76375.0,51105.0,1996
Halifax,Family households2,89860.0,63925.0,25920.0,1996
Halifax,One-family households,88715.0,62945.0,25760.0,1996
Halifax,Couple family households with children,44705.0,36275.0,8425.0,1996
Halifax,Couple family households without children,30125.0,21115.0,9010.0,1996
Halifax,One-parent family households,13880.0,5560.0,8325.0,1996
Halifax,Multiple-family households,1140.0,980.0,155.0,1996
Halifax,Non-family households3,37630.0,12445.0,25185.0,1996
Halifax,One-person households,29645.0,9970.0,19680.0,1996
Halifax,Two-or-more-person non-family households,7985.0,2480.0,5505.0,1996
Saint John,Total - Household type,47055.0,30850.0,16205.0,1996
Saint John,Family households2,34220.0,25610.0,8615.0,1996
Saint John,One-family households,33890.0,25315.0,8575.0,1996
Saint John,Couple family households with children,17575.0,14810.0,2760.0,1996
Saint John,Couple family households without children,10695.0,8215.0,2475.0,1996
Saint John,One-parent family households,5625.0,2290.0,3335.0,1996
Saint John,Multiple-family households,330.0,295.0,35.0,1996
Saint John,Non-family households3,12830.0,5245.0,7590.0,1996
Saint John,One-person households,10675.0,4320.0,6355.0,1996
Saint John,Two-or-more-person non-family households,2160.0,920.0,1240.0,1996
Chicoutimi-Jonquière ,Total - Household type,59935.0,36440.0,23495.0,1996
Chicoutimi-Jonquière ,Family households2,44835.0,31895.0,12945.0,1996
Chicoutimi-Jonquière ,One-family households,44590.0,31705.0,12885.0,1996
Chicoutimi-Jonquière ,Couple family households with children,24450.0,19985.0,4465.0,1996
Chicoutimi-Jonquière ,Couple family households without children,13480.0,8970.0,4515.0,1996
Chicoutimi-Jonquière ,One-parent family households,6655.0,2750.0,3900.0,1996
Chicoutimi-Jonquière ,Multiple-family households,245.0,190.0,55.0,1996
Chicoutimi-Jonquière ,Non-family households3,15105.0,4550.0,10550.0,1996
Chicoutimi-Jonquière ,One-person households,13355.0,3865.0,9485.0,1996
Chicoutimi-Jonquière ,Two-or-more-person non-family households,1750.0,680.0,1065.0,1996
Québec CMA,Total - Household type,275935.0,151415.0,124515.0,1996
Québec CMA,Family households2,181930.0,125320.0,56610.0,1996
Québec CMA,One-family households,181085.0,124620.0,56470.0,1996
Québec CMA,Couple family households with children,90905.0,73725.0,17175.0,1996
Québec CMA,Couple family households without children,61195.0,38765.0,22435.0,1996
Québec CMA,One-parent family households,28985.0,12125.0,16860.0,1996
Québec CMA,Multiple-family households,845.0,700.0,145.0,1996
Québec CMA,Non-family households3,94010.0,26100.0,67905.0,1996
Québec CMA,One-person households,80860.0,22200.0,58660.0,1996
Québec CMA,Two-or-more-person non-family households,13145.0,3900.0,9250.0,1996
Sherbrooke,Total - Household type,60855.0,30560.0,30295.0,1996
Sherbrooke,Family households2,39175.0,25570.0,13605.0,1996
Sherbrooke,One-family households,39005.0,25440.0,13570.0,1996
Sherbrooke,Couple family households with children,18430.0,14430.0,4005.0,1996
Sherbrooke,Couple family households without children,13975.0,8760.0,5215.0,1996
Sherbrooke,One-parent family households,6600.0,2255.0,4350.0,1996
Sherbrooke,Multiple-family households,165.0,125.0,40.0,1996
Sherbrooke,Non-family households3,21680.0,4995.0,16690.0,1996
Sherbrooke,One-person households,18875.0,4280.0,14595.0,1996
Sherbrooke,Two-or-more-person non-family households,2810.0,715.0,2095.0,1996
Trois-Rivières,Total - Household type,57665.0,31995.0,25670.0,1996
Trois-Rivières,Family households2,38115.0,26520.0,11595.0,1996
Trois-Rivières,One-family households,37955.0,26395.0,11560.0,1996
Trois-Rivières,Couple family households with children,18300.0,14905.0,3395.0,1996
Trois-Rivières,Couple family households without children,13560.0,9205.0,4355.0,1996
Trois-Rivières,One-parent family households,6100.0,2290.0,3815.0,1996
Trois-Rivières,Multiple-family households,160.0,120.0,35.0,1996
Trois-Rivières,Non-family households3,19550.0,5475.0,14075.0,1996
Trois-Rivières,One-person households,17135.0,4715.0,12420.0,1996
Trois-Rivières,Two-or-more-person non-family households,2415.0,760.0,1655.0,1996
Montréal,Total - Household type,1341270.0,649895.0,691375.0,1996
Montréal,Family households2,880230.0,543590.0,336645.0,1996
Montréal,One-family households,868870.0,535580.0,333295.0,1996
Montréal,Couple family households with children,429770.0,310900.0,118865.0,1996
Montréal,Couple family households without children,289140.0,174180.0,114955.0,1996
Montréal,One-parent family households,149965.0,50495.0,99465.0,1996
Montréal,Multiple-family households,11365.0,8010.0,3350.0,1996
Montréal,Non-family households3,461040.0,106305.0,354730.0,1996
Montréal,One-person households,392435.0,88765.0,303670.0,1996
Montréal,Two-or-more-person non-family households,68600.0,17545.0,51060.0,1996
Ottawa-Hull,Total - Household type,385140.0,227220.0,157920.0,1996
Ottawa-Hull,Family households2,267420.0,187300.0,80125.0,1996
Ottawa-Hull,One-family households,263340.0,184065.0,79270.0,1996
Ottawa-Hull,Couple family households with children,135540.0,106585.0,28950.0,1996
Ottawa-Hull,Couple family households without children,87155.0,60845.0,26315.0,1996
Ottawa-Hull,One-parent family households,40640.0,16635.0,24005.0,1996
Ottawa-Hull,Multiple-family households,4085.0,3230.0,855.0,1996
Ottawa-Hull,Non-family households3,117725.0,39925.0,77795.0,1996
Ottawa-Hull,One-person households,93650.0,32320.0,61335.0,1996
Ottawa-Hull,Two-or-more-person non-family households,24070.0,7605.0,16460.0,1996
Oshawa,Total - Household type,93715.0,66910.0,26805.0,1996
Oshawa,Family households2,73320.0,57380.0,15935.0,1996
Oshawa,One-family households,71835.0,56065.0,15770.0,1996
Oshawa,Couple family households with children,39985.0,33990.0,6000.0,1996
Oshawa,Couple family households without children,21945.0,17485.0,4455.0,1996
Oshawa,One-parent family households,9905.0,4595.0,5315.0,1996
Oshawa,Multiple-family households,1480.0,1315.0,170.0,1996
Oshawa,Non-family households3,20400.0,9530.0,10865.0,1996
Oshawa,One-person households,16830.0,7790.0,9040.0,1996
Oshawa,Two-or-more-person non-family households,3565.0,1740.0,1830.0,1996
Toronto,Total - Household type,1488370.0,869570.0,618795.0,1996
Toronto,Family households2,1081990.0,732155.0,349840.0,1996
Toronto,One-family households,1032220.0,692975.0,339245.0,1996
Toronto,Couple family households with children,573270.0,427360.0,145905.0,1996
Toronto,Couple family households without children,300745.0,203210.0,97535.0,1996
Toronto,One-parent family households,158205.0,62400.0,95800.0,1996
Toronto,Multiple-family households,49765.0,39180.0,10590.0,1996
Toronto,Non-family households3,406385.0,137420.0,268960.0,1996
Toronto,One-person households,326225.0,108450.0,217775.0,1996
Toronto,Two-or-more-person non-family households,80155.0,28970.0,51185.0,1996
Hamilton,Total - Household type,235605.0,153640.0,81970.0,1996
Hamilton,Family households2,170195.0,127650.0,42540.0,1996
Hamilton,One-family households,167330.0,125240.0,42090.0,1996
Hamilton,Couple family households with children,84630.0,70600.0,14030.0,1996
Hamilton,Couple family households without children,59155.0,44280.0,14870.0,1996
Hamilton,One-parent family households,23550.0,10360.0,13190.0,1996
Hamilton,Multiple-family households,2860.0,2415.0,450.0,1996
Hamilton,Non-family households3,65415.0,25985.0,39435.0,1996
Hamilton,One-person households,56660.0,21930.0,34725.0,1996
Hamilton,Two-or-more-person non-family households,8760.0,4050.0,4705.0,1996
St. Catharines - Niagara,Total - Household type,144505.0,102205.0,42300.0,1996
St. Catharines - Niagara,Family households2,104055.0,81745.0,22310.0,1996
St. Catharines - Niagara,One-family households,102935.0,80780.0,22150.0,1996
St. Catharines - Niagara,Couple family households with children,48785.0,41390.0,7400.0,1996
St. Catharines - Niagara,Couple family households without children,39100.0,32150.0,6950.0,1996
St. Catharines - Niagara,One-parent family households,15045.0,7240.0,7805.0,1996
St. Catharines - Niagara,Multiple-family households,1120.0,965.0,155.0,1996
St. Catharines - Niagara,Non-family households3,40450.0,20465.0,19990.0,1996
St. Catharines - Niagara,One-person households,35115.0,17645.0,17475.0,1996
St. Catharines - Niagara,Two-or-more-person non-family households,5335.0,2815.0,2515.0,1996
Kitchener,Total - Household type,140460.0,87600.0,52860.0,1996
Kitchener,Family households2,103220.0,73690.0,29535.0,1996
Kitchener,One-family households,101560.0,72365.0,29195.0,1996
Kitchener,Couple family households with children,53870.0,42825.0,11050.0,1996
Kitchener,Couple family households without children,33895.0,24140.0,9750.0,1996
Kitchener,One-parent family households,13800.0,5400.0,8400.0,1996
Kitchener,Multiple-family households,1660.0,1325.0,335.0,1996
Kitchener,Non-family households3,37245.0,13915.0,23330.0,1996
Kitchener,One-person households,30625.0,11365.0,19260.0,1996
Kitchener,Two-or-more-person non-family households,6620.0,2550.0,4070.0,1996
London,Total - Household type,156015.0,93685.0,62325.0,1996
London,Family households2,106555.0,75990.0,30570.0,1996
London,One-family households,105625.0,75240.0,30390.0,1996
London,Couple family households with children,51395.0,41290.0,10110.0,1996
London,Couple family households without children,38080.0,27460.0,10620.0,1996
London,One-parent family households,16150.0,6495.0,9655.0,1996
London,Multiple-family households,930.0,750.0,180.0,1996
London,Non-family households3,49455.0,17695.0,31760.0,1996
London,One-person households,40940.0,14605.0,26330.0,1996
London,Two-or-more-person non-family households,8520.0,3090.0,5425.0,1996
Windsor,Total - Household type,105790.0,72605.0,33185.0,1996
Windsor,Family households2,74075.0,58060.0,16020.0,1996
Windsor,One-family households,72925.0,57045.0,15885.0,1996
Windsor,Couple family households with children,37415.0,32160.0,5255.0,1996
Windsor,Couple family households without children,23915.0,19195.0,4715.0,1996
Windsor,One-parent family households,11600.0,5685.0,5910.0,1996
Windsor,Multiple-family households,1150.0,1020.0,130.0,1996
Windsor,Non-family households3,31720.0,14545.0,17170.0,1996
Windsor,One-person households,26785.0,12155.0,14625.0,1996
Windsor,Two-or-more-person non-family households,4930.0,2385.0,2545.0,1996
Sudbury,Total - Household type,61940.0,38755.0,23180.0,1996
Sudbury,Family households2,44700.0,32940.0,11760.0,1996
Sudbury,One-family households,44345.0,32635.0,11705.0,1996
Sudbury,Couple family households with children,22810.0,18920.0,3890.0,1996
Sudbury,Couple family households without children,14830.0,11160.0,3670.0,1996
Sudbury,One-parent family households,6705.0,2550.0,4150.0,1996
Sudbury,Multiple-family households,360.0,305.0,50.0,1996
Sudbury,Non-family households3,17240.0,5815.0,11420.0,1996
Sudbury,One-person households,14910.0,4980.0,9935.0,1996
Sudbury,Two-or-more-person non-family households,2330.0,835.0,1490.0,1996
Thunder Bay,Total - Household type,48885.0,34075.0,14770.0,1996
Thunder Bay,Family households2,34175.0,27105.0,7045.0,1996
Thunder Bay,One-family households,33720.0,26725.0,6970.0,1996
Thunder Bay,Couple family households with children,16885.0,14630.0,2245.0,1996
Thunder Bay,Couple family households without children,11505.0,9495.0,2015.0,1996
Thunder Bay,One-parent family households,5330.0,2605.0,2715.0,1996
Thunder Bay,Multiple-family households,455.0,375.0,75.0,1996
Thunder Bay,Non-family households3,14710.0,6975.0,7730.0,1996
Thunder Bay,One-person households,12635.0,6020.0,6610.0,1996
Thunder Bay,Two-or-more-person non-family households,2075.0,950.0,1115.0,1996
Winnipeg,Total - Household type,261915.0,167320.0,94515.0,1996
Winnipeg,Family households2,174340.0,132880.0,41405.0,1996
Winnipeg,One-family households,171835.0,130790.0,40995.0,1996
Winnipeg,Couple family households with children,85980.0,72530.0,13415.0,1996
Winnipeg,Couple family households without children,59120.0,45665.0,13440.0,1996
Winnipeg,One-parent family households,26740.0,12595.0,14135.0,1996
Winnipeg,Multiple-family households,2505.0,2090.0,410.0,1996
Winnipeg,Non-family households3,87575.0,34445.0,53110.0,1996
Winnipeg,One-person households,73625.0,28685.0,44925.0,1996
Winnipeg,Two-or-more-person non-family households,13955.0,5755.0,8190.0,1996
Regina,Total - Household type,74695.0,49340.0,25355.0,1996
Regina,Family households2,50920.0,39320.0,11605.0,1996
Regina,One-family households,50565.0,39015.0,11545.0,1996
Regina,Couple family households with children,25185.0,21705.0,3480.0,1996
Regina,Couple family households without children,17115.0,13540.0,3570.0,1996
Regina,One-parent family households,8260.0,3770.0,4490.0,1996
Regina,Multiple-family households,360.0,300.0,60.0,1996
Regina,Non-family households3,23770.0,10025.0,13750.0,1996
Regina,One-person households,19940.0,8315.0,11625.0,1996
Regina,Two-or-more-person non-family households,3835.0,1710.0,2130.0,1996
Saskatoon,Total - Household type,84535.0,51940.0,32565.0,1996
Saskatoon,Family households2,56705.0,41760.0,14915.0,1996
Saskatoon,One-family households,56280.0,41455.0,14800.0,1996
Saskatoon,Couple family households with children,28085.0,23065.0,5005.0,1996
Saskatoon,Couple family households without children,19440.0,14810.0,4630.0,1996
Saskatoon,One-parent family households,8755.0,3575.0,5165.0,1996
Saskatoon,Multiple-family households,425.0,310.0,115.0,1996
Saskatoon,Non-family households3,27830.0,10175.0,17645.0,1996
Saskatoon,One-person households,22655.0,8535.0,14115.0,1996
Saskatoon,Two-or-more-person non-family households,5180.0,1640.0,3530.0,1996
Calgary,Total - Household type,305310.0,199965.0,105340.0,1996
Calgary,Family households2,214095.0,162495.0,51600.0,1996
Calgary,One-family households,209380.0,158565.0,50815.0,1996
Calgary,Couple family households with children,109760.0,90410.0,19350.0,1996
Calgary,Couple family households without children,72355.0,54480.0,17870.0,1996
Calgary,One-parent family households,27270.0,13675.0,13600.0,1996
Calgary,Multiple-family households,4715.0,3930.0,785.0,1996
Calgary,Non-family households3,91215.0,37475.0,53740.0,1996
Calgary,One-person households,70405.0,29450.0,40950.0,1996
Calgary,Two-or-more-person non-family households,20815.0,8020.0,12795.0,1996
Edmonton,Total - Household type,320070.0,206140.0,113465.0,1996
Edmonton,Family households2,226045.0,168770.0,56880.0,1996
Edmonton,One-family households,222070.0,165595.0,56120.0,1996
Edmonton,Couple family households with children,115125.0,94090.0,20815.0,1996
Edmonton,Couple family households without children,74065.0,56055.0,17975.0,1996
